Accident_Index,Accident_Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_District,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70635,07-11-2021,Saturday,JC_1,Crossroads,Slight,51.526246,Darkness - lights lit,,H1,-0.215359,1,1,Metropolitan Police,Dry,R2,30,11:34,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70636,31-10-2021,Saturday,JC_1,T or staggered junction,Slight,51.510993,Daylight,,H1,-0.199958,1,2,Metropolitan Police,Dry,R2,30,20:45,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70637,28-10-2021,Wednesday,JC_2,T or staggered junction,Slight,51.514915,Darkness - lights lit,,H1,-0.221279,1,2,Metropolitan Police,Dry,R3,30,17:25,Urban,W1,Car
200901BS70638,05-11-2021,Thursday,JC_1,T or staggered junction,Slight,51.48342,Darkness - lights lit,,H1,-0.167342,1,2,Metropolitan Police,Dry,R2,50,22:10,Urban,W1,Car
200901BS70639,31-10-2021,Saturday,JC_1,Roundabout,Slight,51.480545,Darkness - lights lit,,H1,-0.184883,1,2,Metropolitan Police,Dry,R2,30,04:50,Urban,W1,Motorcycle over 500cc
200901BS70640,23-10-2021,Friday,JC_3,Crossroads,Slight,51.497316,Darkness - lights lit,,H1,-0.164623,1,1,Metropolitan Police,Dry,R2,30,00:05,Urban,W1,Car
200901BS70641,31-10-2021,Saturday,JC_2,T or staggered junction,Slight,51.49472,Darkness - lights lit,,H1,-0.182736,1,1,Metropolitan Police,Dry,R2,30,19:40,Urban,W1,Car
200901BS70642,06-11-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.508884,Darkness - lights lit,,H1,-0.197303,1,2,Metropolitan Police,Dry,R3,30,12:20,Urban,W1,Car
200901BS70643,06-11-2021,Friday,JC_1,T or staggered junction,Slight,51.492277,Daylight,,H1,-0.193349,1,1,Metropolitan Police,Dry,R1,30,06:33,Urban,W1,Car
200901BS70644,05-11-2021,Thursday,JC_2,T or staggered junction,Slight,51.495117,Darkness - lights lit,,H1,-0.1735,1,2,Metropolitan Police,Dry,R2,30,17:49,Urban,W1,Car
200901BS70645,28-10-2021,Wednesday,JC_1,T or staggered junction,Slight,51.497911,Darkness - lights lit,,H1,-0.179727,1,1,Metropolitan Police,Dry,R2,30,07:10,Urban,W1,Car
200901BS70646,06-11-2021,Friday,JC_3,Crossroads,Slight,51.481993,Daylight,,H1,-0.17388,1,2,Metropolitan Police,Wet or damp,R2,30,16:47,Urban,W1,Car
200901BS70647,31-10-2021,Saturday,JC_1,T or staggered junction,Slight,51.517478,Darkness - lights lit,,H1,-0.206477,1,1,Metropolitan Police,Dry,R1,30,15:20,Urban,W1,Motorcycle 125cc and under
200901BS70648,24-10-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.502379,Daylight,,H1,-0.20707,1,3,Metropolitan Police,Dry,R2,30,16:30,Urban,W3,Car
200901BS70649,06-11-2021,Friday,JC_1,Crossroads,Slight,51.50186,Daylight,,H1,-0.185045,1,1,Metropolitan Police,Wet or damp,R2,30,18:24,Urban,W1,Car
200901BS70650,10-11-2021,Tuesday,JC_2,T or staggered junction,Slight,51.492839,Darkness - lights lit,,H1,-0.200674,1,2,Metropolitan Police,Dry,R1,30,13:02,Urban,W1,Car
200901BS70651,05-11-2021,Thursday,JC_1,T or staggered junction,Slight,51.515991,Daylight,,H1,-0.203365,1,1,Metropolitan Police,Wet or damp,R2,30,23:49,Urban,W3,Car
200901BS70653,06-11-2021,Friday,JC_3,Crossroads,Slight,51.487281,Darkness - lights lit,,H1,-0.195995,1,2,Metropolitan Police,Dry,R2,30,07:30,Urban,W1,Car
200901BS70654,03-11-2021,Tuesday,JC_2,T or staggered junction,Slight,51.494377,Daylight,,H1,-0.195427,1,1,Metropolitan Police,Wet or damp,R2,30,08:30,Urban,W1,Car
200901BS70655,11-11-2021,Wednesday,JC_2,Not at junction or within 20 metres,Slight,51.492747,Daylight,,H1,-0.200533,1,1,Metropolitan Police,Wet or damp,R3,30,23:00,Urban,W1,Car
200901BS70657,12-11-2021,Thursday,JC_1,Crossroads,Slight,51.49296,Darkness - lights lit,,H1,-0.167824,1,2,Metropolitan Police,Wet or damp,R2,30,17:10,Urban,W3,Car
200901BS70658,11-11-2021,Wednesday,JC_2,Crossroads,Slight,51.495662,Darkness - lights lit,,H1,-0.17391,1,2,Metropolitan Police,Wet or damp,R2,30,09:54,Urban,W3,Car
200901BS70659,31-10-2021,Saturday,JC_3,Crossroads,Slight,51.517809,Daylight,,H1,-0.2105,1,2,Metropolitan Police,Dry,R2,30,03:00,Urban,W1,Car
200901BS70660,13-11-2021,Friday,JC_1,Crossroads,Serious,51.485617,Darkness - lights lit,,H1,-0.181369,1,1,Metropolitan Police,Dry,R2,40,09:10,Urban,W1,Motorcycle over 500cc
200901BS70661,15-11-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.496779,Daylight,,H1,-0.159026,1,1,Metropolitan Police,Wet or damp,R2,30,23:07,Urban,W1,Car
200901BS70663,15-11-2021,Sunday,JC_1,T or staggered junction,Slight,51.497451,Darkness - lights lit,,H1,-0.167499,1,2,Metropolitan Police,Dry,R3,30,18:50,Urban,W1,Car
200901BS70665,12-11-2021,Thursday,JC_1,T or staggered junction,Slight,51.486398,Darkness - lights lit,,H1,-0.150802,1,1,Metropolitan Police,Dry,R2,30,15:55,Urban,W1,Car
200901BS70666,12-11-2021,Thursday,JC_1,T or staggered junction,Slight,51.496752,Darkness - lights lit,,H1,-0.168824,1,4,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Car
200901BS70667,17-11-2021,Tuesday,JC_1,Private drive or entrance,Slight,51.515582,Daylight,,H1,-0.205975,1,2,Metropolitan Police,Dry,R4,30,08:55,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70668,16-11-2021,Monday,JC_3,T or staggered junction,Serious,51.491834,Daylight,,H1,-0.159081,1,3,Metropolitan Police,Dry,R2,30,12:20,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70669,11-11-2021,Wednesday,JC_3,Roundabout,Slight,51.485093,Daylight,,H1,-0.182398,1,1,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Car
200901BS70670,23-11-2021,Monday,JC_2,Not at junction or within 20 metres,Slight,51.494902,Daylight,,H1,-0.182872,1,2,Metropolitan Police,Wet or damp,R2,30,02:50,Urban,W1,Car
200901BS70671,19-11-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.493377,Darkness - lights lit,,H1,-0.194746,1,1,Metropolitan Police,Dry,R1,30,09:25,Urban,W3,Car
200901BS70672,19-11-2021,Thursday,JC_1,Crossroads,Slight,51.523769,Daylight,,H1,-0.20623,1,1,Metropolitan Police,Dry,R2,30,18:10,Urban,W1,Car
200901BS70673,07-11-2021,Saturday,JC_1,T or staggered junction,Slight,51.498412,Darkness - lights lit,,H1,-0.165732,1,2,Metropolitan Police,Wet or damp,R2,30,23:35,Urban,W1,Car
200901BS70674,17-11-2021,Tuesday,JC_1,T or staggered junction,Slight,51.515799,Darkness - lights lit,,H1,-0.220235,1,2,Metropolitan Police,Dry,R4,30,05:40,Urban,W3,Car
200901BS70675,05-11-2021,Thursday,JC_1,T or staggered junction,Slight,51.506544,Daylight,,H1,-0.214832,1,2,Metropolitan Police,Dry,R2,50,19:20,Urban,W1,Car
200901BS70676,16-11-2021,Monday,JC_3,Roundabout,Slight,51.507047,Daylight,,H1,-0.194782,1,2,Metropolitan Police,Dry,R2,30,09:50,Urban,W1,Motorcycle over 500cc
200901BS70677,25-11-2021,Wednesday,JC_2,Crossroads,Slight,51.48106,Daylight,,H1,-0.183279,1,2,Metropolitan Police,Dry,R2,30,15:10,Urban,W1,Car
200901BS70678,12-11-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.494907,Daylight,,H1,-0.18316,1,2,Metropolitan Police,Wet or damp,R2,30,17:35,Urban,W1,Car
200901BS70681,28-11-2021,Saturday,JC_1,Crossroads,Slight,51.519267,Darkness - lights lit,,H1,-0.21765,1,1,Metropolitan Police,Wet or damp,R2,30,20:00,Urban,W3,Car
200901BS70682,28-11-2021,Saturday,JC_1,Crossroads,Slight,51.4971,Darkness - lights lit,,H1,-0.16809,1,2,Metropolitan Police,Wet or damp,R2,30,20:40,Urban,W3,Car
200901BS70683,30-11-2021,Monday,JC_3,T or staggered junction,Slight,51.517353,Darkness - lights lit,,H1,-0.210085,1,2,Metropolitan Police,Wet or damp,R2,30,16:45,Urban,W3,Car
200901BS70684,01-12-2021,Tuesday,JC_1,T or staggered junction,Slight,51.498244,Daylight,,H1,-0.201325,1,2,Metropolitan Police,Dry,R2,30,08:11,Urban,W3,Car
200901BS70687,01-12-2021,Tuesday,JC_1,Not at junction or within 20 metres,Slight,51.492499,Daylight,,H1,-0.178646,1,1,Metropolitan Police,Wet or damp,R3,30,07:57,Urban,W1,Car
200901BS70688,01-12-2021,Tuesday,JC_2,T or staggered junction,Slight,51.495084,Daylight,,H1,-0.183009,1,2,Metropolitan Police,Dry,R2,30,13:31,Urban,W1,Car
200901BS70689,02-10-2021,Friday,JC_2,T or staggered junction,Slight,51.484276,Daylight,,H1,-0.176093,1,2,Metropolitan Police,Dry,R2,30,11:00,Urban,W1,Car
200901BS70690,02-10-2021,Friday,JC_1,Crossroads,Slight,51.488956,Daylight,,H1,-0.164815,1,2,Metropolitan Police,Dry,R2,30,11:07,Urban,W1,Car
200901BS70691,01-12-2021,Tuesday,JC_1,Crossroads,Slight,51.510031,Daylight,,H1,-0.207634,1,1,Metropolitan Police,Frost or ice,R2,30,07:33,Urban,W1,Car
200901BS70692,03-12-2021,Thursday,JC_1,T or staggered junction,Slight,51.521825,Daylight,,H1,-0.208469,1,2,Metropolitan Police,Wet or damp,R2,30,06:43,Urban,W1,Car
200901BS70693,26-11-2021,Thursday,JC_1,Crossroads,Slight,51.486561,Daylight,,H1,-0.190118,1,1,Metropolitan Police,Dry,R2,30,08:50,Urban,W3,Van / Goods 3.5 tonnes mgw or under
200901BS70694,04-12-2021,Friday,JC_3,T or staggered junction,Slight,51.518624,Daylight,,H1,-0.2109,1,1,Metropolitan Police,Dry,R2,30,15:45,Urban,W1,Car
200901BS70695,02-12-2021,Wednesday,JC_1,T or staggered junction,Slight,51.514948,Daylight,,H1,-0.21753,1,1,Metropolitan Police,Wet or damp,R2,30,13:11,Urban,W1,Car
200901BS70697,03-12-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.510443,Daylight,,H1,-0.205168,1,1,Metropolitan Police,Wet or damp,R2,30,12:18,Urban,W1,Car
200901BS70698,28-11-2021,Saturday,JC_1,Crossroads,Slight,51.495537,Daylight,,H1,-0.17161,1,2,Metropolitan Police,Wet or damp,R2,30,17:55,Urban,W1,Car
200901BS70700,07-12-2021,Monday,JC_2,T or staggered junction,Slight,51.482258,Darkness - lights lit,,H1,-0.173582,1,2,Metropolitan Police,Wet or damp,R2,30,08:40,Urban,W3,Car
200901BS70701,29-11-2021,Sunday,JC_2,T or staggered junction,Slight,51.498924,Daylight,,H1,-0.198705,1,1,Metropolitan Police,Wet or damp,R3,30,02:50,Urban,W1,Car
200901BS70702,04-12-2021,Friday,JC_1,Crossroads,Slight,51.517252,Darkness - lights lit,,H1,-0.203459,1,2,Metropolitan Police,Wet or damp,R2,30,18:10,Urban,W1,Car
200901BS70703,07-12-2021,Monday,JC_2,T or staggered junction,Slight,51.500819,Darkness - lights lit,,H1,-0.193299,1,1,Metropolitan Police,Wet or damp,R3,30,18:52,Urban,W3,Car
200901BS70704,07-12-2021,Monday,JC_1,T or staggered junction,Slight,51.50003,Darkness - lights lit,,H1,-0.159904,1,1,Metropolitan Police,Wet or damp,R2,30,12:46,Urban,W1,Car
200901BS70705,08-12-2021,Tuesday,JC_2,T or staggered junction,Serious,51.480177,Daylight,,H1,-0.178561,1,2,Metropolitan Police,Wet or damp,R2,30,21:23,Urban,W3,Car
200901BS70706,05-12-2021,Saturday,JC_2,T or staggered junction,Slight,51.501205,Darkness - lights lit,,H1,-0.160289,1,1,Metropolitan Police,Dry,R2,30,21:00,Urban,W3,Car
200901BS70707,30-11-2021,Monday,JC_3,T or staggered junction,Slight,51.498091,Darkness - lights lit,,H1,-0.17972,1,2,Metropolitan Police,Wet or damp,R2,30,13:40,Urban,W1,Motorcycle 50cc and under
200901BS70708,11-12-2021,Friday,JC_1,T or staggered junction,Fetal,51.515841,Daylight,,H1,-0.217063,1,1,Metropolitan Police,Dry,R3,30,18:45,Urban,W3,Car
200901BS70709,13-12-2021,Sunday,JC_1,Not at junction or within 20 metres,Fetal,51.506961,Darkness - lights lit,,H1,-0.212654,1,2,Metropolitan Police,Wet or damp,R4,30,16:30,Urban,W1,Car
200901BS70710,05-12-2021,Saturday,JC_2,Roundabout,Fetal,51.481575,Darkness - lights lit,,H1,-0.181674,1,1,Metropolitan Police,Wet or damp,R2,30,22:20,Urban,W3,Car
200901BS70711,11-12-2021,Friday,JC_2,Crossroads,Fetal,51.484044,Darkness - lights lit,,H1,-0.184312,1,2,Metropolitan Police,Dry,R2,30,21:35,Urban,W3,Car
200901BS70712,04-12-2021,Friday,JC_1,Crossroads,Fetal,51.486491,Darkness - lights lit,,H1,-0.17975,1,2,Metropolitan Police,Wet or damp,R2,30,19:40,Urban,W1,Car
200901BS70713,09-12-2021,Wednesday,JC_1,T or staggered junction,Fetal,51.506353,Darkness - lights lit,,H1,-0.208211,1,2,Metropolitan Police,Dry,R2,30,10:00,Urban,W3,Van / Goods 3.5 tonnes mgw or under
200901BS70714,10-12-2021,Thursday,JC_1,T or staggered junction,Fetal,51.481318,Daylight,,H1,-0.182548,1,2,Metropolitan Police,Dry,R2,30,22:15,Urban,W1,Motorcycle 50cc and under
200901BS70716,10-12-2021,Thursday,JC_1,T or staggered junction,Fetal,51.495501,Darkness - lights lit,,H1,-0.175069,1,2,Metropolitan Police,Dry,R2,30,13:00,Urban,W1,Car
200901BS70717,12-12-2021,Saturday,JC_1,T or staggered junction,Fetal,51.519986,Daylight,,H1,-0.211712,1,2,Metropolitan Police,Dry,R2,30,22:25,Urban,W1,Motorcycle over 500cc
200901BS70718,08-12-2021,Tuesday,JC_1,Crossroads,Fetal,51.513262,Darkness - lights lit,,H1,-0.207219,1,1,Metropolitan Police,Dry,R2,30,21:22,Urban,W1,Car
200901BS70719,03-12-2021,Thursday,JC_1,Crossroads,Fetal,51.485639,Darkness - lights lit,,H1,-0.177047,1,2,Metropolitan Police,Dry,R2,30,16:30,Urban,W1,Car
200901BS70720,14-12-2021,Monday,JC_1,T or staggered junction,Fetal,51.490991,Darkness - lights lit,,H1,-0.197433,1,2,Metropolitan Police,Wet or damp,R2,30,16:20,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70721,17-12-2021,Thursday,JC_2,T or staggered junction,Fetal,51.489529,Darkness - lights lit,,H1,-0.190144,1,1,Metropolitan Police,Wet or damp,R2,30,13:00,Urban,W3,Van / Goods 3.5 tonnes mgw or under
200901BS70722,16-12-2021,Wednesday,JC_1,Crossroads,Fatal,51.492515,Daylight,,H1,-0.16813,1,1,Metropolitan Police,Wet or damp,R2,30,14:26,Urban,W2,Car
200901BS70723,17-12-2021,Thursday,JC_2,Crossroads,Fatal,51.497037,Daylight,,H1,-0.204686,2,2,Metropolitan Police,Wet or damp,R2,30,18:26,Urban,W4,Motorcycle over 500cc
200901BS70724,18-12-2021,Friday,JC_1,More than 4 arms (not roundabout),Fatal,51.501513,Darkness - lights lit,,H1,-0.191687,1,1,Metropolitan Police,Wet or damp,R2,30,20:10,Urban,W3,Car
200901BS70725,18-12-2021,Friday,JC_3,T or staggered junction,Slight,51.522386,Darkness - lights lit,,H1,-0.221708,1,2,Metropolitan Police,Dry,R2,30,13:22,Urban,W1,Car
200901BS70726,19-12-2021,Saturday,JC_2,Not at junction or within 20 metres,Slight,51.495658,Daylight,,H1,-0.173622,3,2,Metropolitan Police,Dry,R2,30,15:20,Urban,W1,Car
200901BS70727,09-12-2021,Wednesday,JC_1,Crossroads,Slight,51.492396,Daylight,,H1,-0.166262,1,2,Metropolitan Police,Dry,R2,30,13:50,Urban,W1,Car
200901BS70728,17-12-2021,Thursday,JC_3,T or staggered junction,Slight,51.505181,Daylight,,H1,-0.213877,1,2,Metropolitan Police,Snow,R2,30,21:30,Urban,W1,Car
200901BS70729,18-12-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.486714,Darkness - lights lit,,H1,-0.170955,1,2,Metropolitan Police,Wet or damp,R2,30,16:40,Urban,W4,Car
200901BS70730,07-11-2021,Saturday,JC_1,T or staggered junction,Slight,51.504759,Darkness - lights lit,,H1,-0.198043,1,2,Metropolitan Police,Dry,R2,30,16:30,Urban,W4,Car
200901BS70733,15-12-2021,Tuesday,JC_1,T or staggered junction,Slight,51.482582,Darkness - lights lit,,H1,-0.171264,1,2,Metropolitan Police,Dry,R2,30,08:56,Urban,W1,Car
200901BS70734,11-12-2021,Friday,JC_3,T or staggered junction,Slight,51.49462,Daylight,,H1,-0.193688,1,1,Metropolitan Police,Dry,R2,30,07:35,Urban,W1,Motorcycle 125cc and under
200901BS70735,16-12-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.495498,Daylight,,H1,-0.174925,1,1,Metropolitan Police,Dry,R2,30,09:35,Urban,W1,Car
200901BS70736,15-12-2021,Tuesday,JC_1,T or staggered junction,Slight,51.514085,Daylight,,H1,-0.196377,1,1,Metropolitan Police,Dry,R2,30,05:50,Urban,W1,Car
200901BS70738,06-12-2021,Sunday,JC_3,T or staggered junction,Slight,51.503035,Darkness - lights lit,,H1,-0.214681,1,2,Metropolitan Police,Wet or damp,R2,30,16:10,Urban,W1,Car
200901BS70739,21-12-2021,Monday,JC_2,Not at junction or within 20 metres,Slight,51.48342,Daylight,,H1,-0.167342,1,2,Metropolitan Police,Dry,R2,30,03:32,Urban,W1,Car
200901BS70740,22-12-2021,Tuesday,JC_3,Crossroads,Slight,51.4841,Darkness - lights lit,,H1,-0.176389,1,2,Metropolitan Police,Dry,R2,30,14:15,Urban,W1,Car
200901BS70741,20-12-2021,Sunday,JC_2,Not at junction or within 20 metres,Slight,51.494377,Daylight,,H1,-0.195427,1,1,Metropolitan Police,Wet or damp,R2,30,22:50,Urban,W1,Motorcycle 125cc and under
200901BS70742,18-12-2021,Friday,JC_2,Crossroads,Slight,51.494377,Darkness - lights lit,,H1,-0.195427,1,2,Metropolitan Police,Frost or ice,R3,30,21:00,Urban,W3,Car
200901BS70746,24-12-2021,Thursday,JC_2,Crossroads,Slight,51.480177,Darkness - lights lit,,H1,-0.178561,1,1,Metropolitan Police,Wet or damp,R2,30,00:05,Urban,W8,Motorcycle 125cc and under
200901BS70749,28-12-2021,Monday,JC_2,T or staggered junction,Slight,51.5159,Darkness - lights lit,,H1,-0.209133,1,2,Metropolitan Police,Dry,R2,30,15:05,Urban,W3,Van / Goods 3.5 tonnes mgw or under
200901BS70752,13-12-2021,Sunday,JC_1,Crossroads,Slight,51.497188,Daylight,,H1,-0.167942,1,2,Metropolitan Police,Dry,R3,30,11:05,Urban,W1,Car
200901BS76783,31-12-2021,Thursday,JC_1,T or staggered junction,Serious,51.488785,Daylight,,H1,-0.165398,1,2,Metropolitan Police,Wet or damp,R2,30,16:14,Urban,W1,Car
200901BS76853,05-12-2021,Saturday,JC_2,Private drive or entrance,Serious,51.50721,Darkness - lights lit,,H1,-0.205439,1,1,Metropolitan Police,Wet or damp,R2,30,18:20,Urban,W1,Car
200901BS77012,17-01-2021,Saturday,JC_2,T or staggered junction,Serious,51.504843,Darkness - lights lit,,H1,-0.215331,2,2,Metropolitan Police,Wet or damp,R3,30,04:11,Urban,W3,Motorcycle 125cc and under
200901BS77057,08-01-2021,Thursday,JC_1,More than 4 arms (not roundabout),Fatal,51.487745,Darkness - lights lit,,H1,-0.167889,1,2,Metropolitan Police,Dry,R2,30,22:30,Urban,W3,Car
200901BS79002,31-01-2021,Saturday,JC_1,T or staggered junction,Serious,51.497819,Darkness - lights lit,,H1,-0.179587,1,2,Metropolitan Police,Dry,R3,30,14:34,Urban,W1,Car
200901BS79005,05-02-2021,Thursday,JC_3,T or staggered junction,Fatal,51.508639,Daylight,,H1,-0.198898,1,1,Metropolitan Police,Dry,R2,30,08:58,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS79035,31-12-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.497704,Daylight,,H1,-0.18377,1,2,Metropolitan Police,Dry,R2,30,08:40,Urban,W1,Car
200901BS79081,19-12-2021,Saturday,JC_3,T or staggered junction,Slight,51.50108,Daylight,,H1,-0.192713,1,2,Metropolitan Police,Dry,R2,30,02:00,Urban,W1,Motorcycle over 125cc and up to 500cc
200901CP00001,30-12-2021,Wednesday,JC_2,Not at junction or within 20 metres,Slight,51.486953,Darkness - lights lit,,H1,-0.151788,2,2,City of London,Dry,R2,30,22:30,Urban,W1,Car
200901CP00002,29-10-2021,Thursday,JC_2,T or staggered junction,Slight,51.497035,Darkness - lights lit,,H1,-0.204542,1,2,City of London,Dry,R2,30,22:20,Urban,W1,Car
200901CP00003,08-01-2021,Thursday,JC_1,Crossroads,Slight,51.517745,Darkness - lights lit,,H1,-0.10903,1,1,City of London,Dry,R2,30,17:55,Urban,W1,Car
200901CP00004,09-01-2021,Friday,JC_2,T or staggered junction,Slight,51.516133,Darkness - lights lit,,H1,-0.081711,2,2,City of London,Dry,R3,30,23:23,Urban,W1,Car
200901CP00005,12-01-2021,Monday,JC_1,Crossroads,Slight,51.517683,Darkness - lights lit,,H1,-0.105141,1,1,City of London,Wet or damp,R2,30,19:15,Urban,W1,Car
200901CP00006,14-01-2021,Wednesday,JC_1,T or staggered junction,Slight,51.517043,Darkness - lights lit,,H1,-0.087871,2,1,City of London,Dry,R2,30,07:28,Urban,W1,Goods over 3.5t. and under 7.5t
200901CP00007,14-01-2021,Wednesday,JC_2,T or staggered junction,Slight,51.519199,Daylight,,H1,-0.087781,1,2,City of London,Dry,R2,30,10:12,Urban,W1,Car
200901CP00008,16-01-2021,Friday,JC_2,Crossroads,Serious,51.514047,Daylight,,H1,-0.075169,1,1,City of London,Dry,R1,30,21:27,Urban,W1,Car
200901CP00009,21-01-2021,Wednesday,JC_1,T or staggered junction,Slight,51.513587,Darkness - lights lit,,H1,-0.091042,2,2,City of London,Dry,R2,30,17:01,Urban,W1,Car
200901CP00010,23-01-2021,Friday,JC_2,T or staggered junction,Slight,51.517239,Darkness - lights lit,,H1,-0.088872,1,2,City of London,Dry,R2,30,08:10,Urban,W1,Car
200901CP00011,20-01-2021,Tuesday,JC_1,Crossroads,Slight,51.518786,Daylight,,H1,-0.101059,1,1,City of London,Dry,R1,30,10:05,Urban,W1,Car
200901CP00012,22-01-2021,Thursday,JC_1,T or staggered junction,Serious,51.511476,Daylight,,H1,-0.077439,1,2,City of London,Wet or damp,R2,30,07:05,Urban,W1,Car
200901CP00013,22-01-2021,Thursday,JC_3,T or staggered junction,Slight,51.517268,Darkness - lights lit,,H1,-0.10732,1,2,City of London,Wet or damp,R2,30,18:42,Urban,W3,Car
200901CP00014,23-01-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.517011,Darkness - lights lit,,H1,-0.096953,1,1,City of London,Dry,R2,30,17:40,Urban,W1,Car
200901CP00015,14-01-2021,Wednesday,JC_3,T or staggered junction,Serious,51.51578,Daylight,,H1,-0.082158,1,3,City of London,Dry,R3,30,12:30,Urban,W1,Car
200901CP00016,26-01-2021,Monday,JC_2,Not at junction or within 20 metres,Slight,51.518796,Daylight,,H1,-0.079581,1,2,City of London,Dry,R2,30,09:35,Urban,W1,Motorcycle over 500cc
200901CP00017,27-01-2021,Tuesday,JC_1,T or staggered junction,Slight,51.510112,Daylight,,H1,-0.081964,1,1,City of London,Dry,R2,30,10:37,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901CP00018,29-01-2021,Thursday,JC_2,T or staggered junction,Slight,51.515699,Daylight,,H1,-0.104791,1,2,City of London,Dry,R3,30,08:35,Urban,W1,Car
200901CP00019,30-01-2021,Friday,JC_2,T or staggered junction,Slight,51.517552,Daylight,,H1,-0.080499,1,1,City of London,Dry,R2,30,14:15,Urban,W1,Car
200901CP00020,03-02-2021,Tuesday,JC_1,T or staggered junction,Slight,51.512406,Daylight,,H1,-0.095848,1,1,City of London,Wet or damp,R1,30,08:25,Urban,W1,Car
200901CP00021,06-02-2021,Friday,JC_1,T or staggered junction,Slight,51.513347,Daylight,,H1,-0.081828,1,1,City of London,Wet or damp,R2,30,05:06,Urban,W1,Car
200901CP00022,11-02-2021,Wednesday,JC_2,T or staggered junction,Slight,51.510749,Daylight,,H1,-0.104564,1,2,City of London,Dry,R3,30,08:34,Urban,W1,Car
200901CP00023,13-02-2021,Friday,JC_3,Crossroads,Slight,51.517126,Daylight,,H1,-0.081958,1,1,City of London,Dry,R2,30,14:50,Urban,W1,Bus or coach (17 or more pass seats)
200901CP00024,13-02-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.513328,Darkness - lights lit,,H1,-0.086153,1,2,City of London,Dry,R2,30,18:15,Urban,W1,Car
200901CP00025,16-02-2021,Monday,JC_1,T or staggered junction,Slight,51.51704,Daylight,,H1,-0.087727,1,2,City of London,Dry,R2,30,12:33,Urban,W1,Taxi/Private hire car
200901CP00026,18-02-2021,Wednesday,JC_1,T or staggered junction,Slight,51.517327,Daylight,,H1,-0.083247,1,2,City of London,Dry,R2,30,09:55,Urban,W1,Car
200901CP00027,18-02-2021,Wednesday,JC_1,Crossroads,Slight,51.515128,Daylight,,H1,-0.09732,1,1,City of London,Dry,R4,30,07:26,Urban,W1,Car
200901CP00028,21-02-2021,Saturday,JC_3,Roundabout,Serious,51.513529,Darkness - lights lit,,H1,-0.076488,1,2,City of London,Dry,R3,30,03:41,Urban,W1,Car
200901CP00029,30-01-2021,Friday,JC_3,Not at junction or within 20 metres,Slight,51.518279,Daylight,,H1,-0.103098,1,2,City of London,Dry,R1,30,08:55,Urban,W1,Car
200901CP00030,20-02-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.514125,Darkness - lights lit,,H1,-0.107594,1,1,City of London,Dry,R2,30,17:50,Urban,W1,Motorcycle 125cc and under
200901CP00031,20-02-2021,Friday,JC_1,T or staggered junction,Serious,51.511501,Darkness - lights lit,,H1,-0.089976,1,2,City of London,Dry,R2,30,23:56,Urban,W1,Car
200901CP00032,22-02-2021,Sunday,JC_1,T or staggered junction,Slight,51.518703,Daylight,,H1,-0.079441,1,2,City of London,Dry,R2,30,15:17,Urban,W1,Car
200901CP00033,24-02-2021,Tuesday,JC_1,T or staggered junction,Slight,51.515191,Darkness - lights lit,,H1,-0.084633,1,2,City of London,Dry,R2,30,07:00,Urban,W1,Motorcycle over 500cc
200901CP00034,20-02-2021,Friday,JC_2,Private drive or entrance,Slight,51.510897,Daylight,,H1,-0.085967,1,1,City of London,Dry,R2,30,14:20,Urban,W1,Motorcycle over 500cc
200901CP00035,24-02-2021,Tuesday,JC_1,Crossroads,Slight,51.518532,Daylight,,H1,-0.102078,1,2,City of London,Wet or damp,R1,30,12:00,Urban,W1,Car
200901CP00036,25-02-2021,Wednesday,JC_3,T or staggered junction,Slight,51.513257,Daylight,,H1,-0.098406,1,2,City of London,Dry,R2,30,10:03,Urban,W3,Motorcycle over 500cc
